,nconst,Catégorie,primaryName
12256,nm0000493,Réalisateur,Jack Lemmon
12283,nm0000494,Acteur,Robert Sean Leonard
12291,nm0000495,Acteur,Téa Leoni
12302,nm0000496,Acteur,Juliette Lewis
12331,nm0000497,Acteur,Jennifer Lien
12333,nm0000498,Acteur,Matthew Lillard
12355,nm0000498,Réalisateur,Matthew Lillard
12358,nm0000499,Acteur,Bai Ling
12373,nm0000500,Acteur,Richard Linklater
12375,nm0000500,Réalisateur,Richard Linklater
12391,nm0000501,Acteur,Ray Liotta
12436,nm0000502,Acteur,Christopher Lloyd
12479,nm0000503,Acteur,Emily Lloyd
12486,nm0000504,Acteur,Amy Locane
12492,nm0000505,Acteur,Nia Long
12507,nm0000506,Acteur,Julia Louis-Dreyfus
12513,nm0000507,Acteur,Rob Lowe
12538,nm0000508,Acteur,Carey Lowell
12543,nm0000509,Acteur,Bela Lugosi
12546,nm0000510,Acteur,Andie MacDowell
12572,nm0000511,Acteur,Shirley MacLaine
12615,nm0000512,Acteur,Elle Macpherson
12618,nm0000513,Acteur,William H. Macy
12640,nm0000513,Réalisateur,William H. Macy
12645,nm0000514,Acteur,Michael Madsen
12681,nm0000515,Acteur,Virginia Madsen
12712,nm0000516,Acteur,Lee Majors
12723,nm0000517,Réalisateur,Terrence Malick
12725,nm0000517,Producteur,Terrence Malick
12736,nm0000518,Acteur,John Malkovich
12753,nm0000518,Réalisateur,John Malkovich
12759,nm0000518,Producteur,John Malkovich
12785,nm0000519,Réalisateur,David Mamet
12796,nm0000520,Réalisateur,Michael Mann
12804,nm0000520,Producteur,Michael Mann
12812,nm0000521,Acteur,Sophie Marceau
12838,nm0000522,Acteur,Vanessa Marcil
12841,nm0000523,Acteur,Julianna Margulies
12852,nm0000524,Acteur,Mary Stuart Masterson
12868,nm0000524,Réalisateur,Mary Stuart Masterson
12869,nm0000525,Acteur,Heather Matarazzo
12874,nm0000526,Acteur,Samantha Mathis
12887,nm0000527,Acteur,Walter Matthau
12937,nm0000528,Acteur,Mathilda May
12942,nm0000529,Acteur,Debi Mazar
12947,nm0000530,Acteur,Andrew McCarthy
12967,nm0000531,Acteur,Frances McDormand
12990,nm0000531,Producteur,Frances McDormand
12993,nm0000532,Acteur,Malcolm McDowell
13035,nm0000534,Acteur,Kelly McGillis
13051,nm0000535,Acteur,Rose McGowan
13060,nm0000537,Acteur,Steve McQueen
13083,nm0000538,Acteur,Colm Meaney
13097,nm0000539,Acteur,Dina Meyer
13108,nm0000540,Réalisateur,Russ Meyer
13122,nm0000541,Acteur,Bette Midler
13143,nm0000542,Acteur,Penelope Ann Miller
13165,nm0000543,Acteur,Sal Mineo
13168,nm0000544,Acteur,Carmen Miranda
13170,nm0000545,Acteur,Helen Mirren
13217,nm0000546,Acteur,Matthew Modine
13247,nm0000546,Producteur,Matthew Modine
13252,nm0000547,Acteur,Alfred Molina
13283,nm0000548,Acteur,Elizabeth Montgomery
13286,nm0000549,Acteur,Roger Moore
13310,nm0000551,Acteur,Dermot Mulroney
13338,nm0000551,Réalisateur,Dermot Mulroney
13349,nm0000552,Acteur,Eddie Murphy
13387,nm0000553,Acteur,Liam Neeson
13437,nm0000554,Acteur,Sam Neill
13485,nm0000555,Acteur,Judd Nelson
13506,nm0000556,Acteur,Olivia Newton-John
13512,nm0000557,Acteur,Brigitte Nielsen
13516,nm0000558,Acteur,Leslie Nielsen
13546,nm0000559,Acteur,Leonard Nimoy
13553,nm0000559,Réalisateur,Leonard Nimoy
13563,nm0000560,Acteur,Nick Nolte
13598,nm0000560,Producteur,Nick Nolte
13614,nm0000562,Acteur,Jeremy Northam
13631,nm0000563,Acteur,Chris O'Donnell
13645,nm0000564,Acteur,Peter O'Toole
13678,nm0000565,Acteur,Lena Olin
13691,nm0000566,Acteur,Julia Ormond
13711,nm0000568,Acteur,Frank Oz
13718,nm0000568,Réalisateur,Frank Oz
13732,nm0000569,Acteur,Gwyneth Paltrow
13762,nm0000570,Réalisateur,Alan Parker
13776,nm0000571,Acteur,Mary-Louise Parker
13794,nm0000572,Acteur,Sarah Jessica Parker
13814,nm0000573,Acteur,Dolly Parton
13821,nm0000574,Acteur,Jason Patric
13830,nm0000574,Producteur,Jason Patric
13841,nm0000575,Acteur,Alexandra Paul
13854,nm0000576,Acteur,Sean Penn
13866,nm0000576,Réalisateur,Sean Penn
13894,nm0000577,Acteur,George Peppard
13910,nm0000578,Acteur,Anthony Perkins
13939,nm0000579,Acteur,Ron Perlman
13973,nm0000580,Acteur,Luke Perry
13987,nm0000581,Réalisateur,Joseph L. Mankiewicz
14001,nm0000582,Acteur,Joe Pesci
14020,nm0000583,Réalisateur,Wolfgang Petersen
14030,nm0000584,Acteur,Amanda Peterson
14031,nm0000585,Acteur,Robert Picardo
14033,nm0000586,Acteur,Jada Pinkett Smith
14045,nm0000586,Producteur,Jada Pinkett Smith
14049,nm0000587,Acteur,Donald Pleasence
14104,nm0000588,Acteur,Martha Plimpton
14115,nm0000591,Réalisateur,Roman Polanski
14117,nm0000591,Acteur,Roman Polanski
14135,nm0000592,Acteur,Pete Postlethwaite
14151,nm0000593,Acteur,Kelly Preston
14171,nm0000594,Acteur,Jason Priestley
14179,nm0000594,Réalisateur,Jason Priestley
14181,nm0000595,Acteur,Victoria Principal
14182,nm0000596,Acteur,Jonathan Pryce
14211,nm0000597,Acteur,Bill Pullman
14244,nm0000598,Acteur,Dennis Quaid
14301,nm0000599,Acteur,Kathleen Quinlan
14315,nm0000600,Réalisateur,Sam Raimi
14320,nm0000600,Producteur,Sam Raimi
14338,nm0000601,Réalisateur,Harold Ramis
14339,nm0000601,Acteur,Harold Ramis
14353,nm0000602,Acteur,Robert Redford
14372,nm0000602,Réalisateur,Robert Redford
14398,nm0000603,Acteur,Vanessa Redgrave
14439,nm0000604,Acteur,John C. Reilly
14466,nm0000605,Acteur,Brad Renfro
14477,nm0000606,Acteur,Jean Reno
14517,nm0000607,Acteur,Paul Reubens
14522,nm0000607,Réalisateur,Paul Reubens
14525,nm0000608,Acteur,Burt Reynolds
14580,nm0000609,Acteur,Ving Rhames
14616,nm0000610,Acteur,Giovanni Ribisi
14640,nm0000611,Acteur,Ariana Richards
14642,nm0000612,Acteur,Denise Richards
14659,nm0000613,Acteur,Joely Richardson
14675,nm0000614,Acteur,Alan Rickman
14683,nm0000614,Réalisateur,Alan Rickman
14699,nm0000615,Acteur,John Ritter
14710,nm0000616,Acteur,Eric Roberts
14765,nm0000617,Acteur,Tanya Roberts
14769,nm0000618,Acteur,Isabella Rossellini
14789,nm0000619,Acteur,Tim Roth
14807,nm0000619,Réalisateur,Tim Roth
14831,nm0000620,Acteur,Mickey Rourke
14867,nm0000621,Acteur,Kurt Russell
14911,nm0000622,Acteur,Theresa Russell
14928,nm0000623,Acteur,Rene Russo
14946,nm0000624,Acteur,Laura San Giacomo
14957,nm0000625,Acteur,Fred Savage
14962,nm0000625,Réalisateur,Fred Savage
14963,nm0000626,Réalisateur,John Sayles
14966,nm0000626,Acteur,John Sayles
14981,nm0000627,Acteur,Greta Scacchi
14999,nm0000628,Acteur,Johnathon Schaech
15013,nm0000629,Acteur,Claudia Schiffer
15015,nm0000630,Acteur,Liev Schreiber
15025,nm0000630,Réalisateur,Liev Schreiber
15042,nm0000631,Réalisateur,Ridley Scott
15050,nm0000631,Producteur,Ridley Scott
15080,nm0000632,Acteur,Jerry Seinfeld
15081,nm0000633,Acteur,Tom Selleck
15110,nm0000634,Acteur,Peter Sellers
15149,nm0000635,Acteur,Yahoo Serious
15152,nm0000637,Acteur,Tupac Shakur
15157,nm0000638,Acteur,William Shatner
15172,nm0000638,Réalisateur,William Shatner
15180,nm0000639,Acteur,Ally Sheedy
15200,nm0000640,Acteur,Martin Sheen
15235,nm0000641,Acteur,Gary Sinise
15250,nm0000642,Acteur,Marina Sirtis
15252,nm0000643,Acteur,Tom Skerritt
15280,nm0000644,Acteur,Helen Slater
15290,nm0000646,Acteur,Jaclyn Smith
15295,nm0000647,Réalisateur,Alan Smithee
15296,nm0000648,Acteur,Wesley Snipes
15312,nm0000648,Producteur,Wesley Snipes
15328,nm0000649,Acteur,Paul Sorvino
15348,nm0000650,Acteur,Talisa Soto
15352,nm0000651,Acteur,Sissy Spacek
15380,nm0000652,Acteur,James Spader
15408,nm0000653,Acteur,Brent Spiner
15413,nm0000654,Acteur,Terence Stamp
15438,nm0000655,Acteur,Eric Stoltz
15463,nm0000656,Acteur,Madeleine Stowe
15482,nm0000657,Acteur,David Strathairn
15507,nm0000658,Acteur,Meryl Streep
15554,nm0000659,Acteur,Barbra Streisand
15571,nm0000660,Acteur,Tami Stronach
15572,nm0000661,Acteur,Donald Sutherland
15634,nm0000662,Acteur,Kiefer Sutherland
15674,nm0000663,Acteur,Dominique Swain
15689,nm0000664,Acteur,Patrick Swayze
15714,nm0000665,Acteur,D.B. Sweeney
15723,nm0000666,Acteur,Lili Taylor
15749,nm0000667,Acteur,David Thewlis
15775,nm0000668,Acteur,Emma Thompson
15802,nm0000669,Acteur,Fred Thompson
15806,nm0000670,Acteur,Lea Thompson
15827,nm0000671,Acteur,Billy Bob Thornton
15836,nm0000671,Réalisateur,Billy Bob Thornton
15861,nm0000672,Acteur,Meg Tilly
15875,nm0000673,Acteur,Marisa Tomei
15905,nm0000674,Acteur,Tamlyn Tomita
15910,nm0000675,Acteur,Jeanne Tripplehorn
15923,nm0000676,Acteur,Chris Tucker
15929,nm0000677,Acteur,Robin Tunney
15947,nm0000678,Acteur,Kathleen Turner
15971,nm0000679,Acteur,Deborah Kara Unger
15990,nm0000680,Acteur,Casper Van Dien
16009,nm0000680,Réalisateur,Casper Van Dien
16011,nm0000681,Acteur,Vince Vaughn
16040,nm0000682,Réalisateur,Paul Verhoeven
16048,nm0000683,Acteur,Gore Vidal
16049,nm0000684,Acteur,Nana Visitor
16050,nm0000685,Acteur,Jon Voight
16085,nm0000686,Acteur,Christopher Walken
16139,nm0000687,Acteur,J.T. Walsh
16155,nm0000688,Acteur,Sela Ward
16160,nm0000689,Acteur,Julie Warner
16164,nm0000690,Acteur,Lesley Ann Warren
16179,nm0000691,Réalisateur,John Waters
16186,nm0000691,Acteur,John Waters
16193,nm0000693,Acteur,Peter Weller
16211,nm0000694,Réalisateur,Wim Wenders
16217,nm0000694,Producteur,Wim Wenders
16232,nm0000695,Acteur,Joanne Whalley
16245,nm0000696,Acteur,Wil Wheaton
16247,nm0000697,Réalisateur,Billy Wilder
16266,nm0000698,Acteur,Gene Wilder
16287,nm0000699,Acteur,Michael Wincott
16291,nm0000700,Acteur,Debra Winger
16311,nm0000701,Acteur,Kate Winslet
16341,nm0000702,Acteur,Reese Witherspoon
16366,nm0000702,Producteur,Reese Witherspoon
16371,nm0000703,Acteur,BD Wong
16377,nm0000704,Acteur,Elijah Wood
16406,nm0000704,Producteur,Elijah Wood
16410,nm0000705,Acteur,Robin Wright
16435,nm0000706,Acteur,Michelle Yeoh
16446,nm0000707,Acteur,Sean Young
16469,nm0000708,Acteur,Billy Zane
16502,nm0000709,Réalisateur,Robert Zemeckis
16514,nm0000709,Producteur,Robert Zemeckis
16523,nm0000710,Compositeur,David Raksin
16553,nm0000713,Réalisateur,Joel Oliansky
16554,nm0000714,Acteur,Willie Aames
16557,nm0000715,Acteur,Caroline Aaron
16563,nm0000717,Acteur,Kareem Abdul-Jabbar
16564,nm0000718,Acteur,Ian Abercrombie
16567,nm0000719,Acteur,F. Murray Abraham
16580,nm0000720,Réalisateur,Jim Abrahams
16588,nm0000721,Acteur,Victoria Abril
16608,nm0000722,Acteur,Joss Ackland
16627,nm0000723,Acteur,Deborah Adair
16628,nm0000724,Acteur,Brooke Adams
16639,nm0000725,Acteur,Joey Lauren Adams
16649,nm0000725,Réalisateur,Joey Lauren Adams
16655,nm0000726,Acteur,Maud Adams
16662,nm0000727,Réalisateur,Percy Adlon
16668,nm0000728,Acteur,Mario Adorf
16688,nm0000729,Acteur,Casey Affleck
16702,nm0000729,Réalisateur,Casey Affleck
16708,nm0000730,Acteur,John Agar
16722,nm0000731,Acteur,Brian Aherne
16723,nm0000732,Acteur,Danny Aiello
16747,nm0000733,Acteur,Anouk Aimée
16759,nm0000734,Acteur,Eddie Albert
16782,nm0000736,Réalisateur,Robert Aldrich
16801,nm0000736,Producteur,Robert Aldrich
16812,nm0000737,Acteur,Jane Alexander
16821,nm0000738,Acteur,Muhammad Ali
16823,nm0000739,Acteur,Debbie Allen
16824,nm0000739,Producteur,Debbie Allen
16825,nm0000740,Producteur,Irwin Allen
16826,nm0000740,Réalisateur,Irwin Allen
16837,nm0000741,Acteur,Tim Allen
16857,nm0000742,Acteur,June Allyson
16868,nm0000744,Acteur,Maria Conchita Alonso
16881,nm0000745,Acteur,Carol Alt
16886,nm0000746,Acteur,Trini Alvarado
16892,nm0000747,Acteur,Don Ameche
16899,nm0000748,Acteur,Leon Ames
16902,nm0000749,Acteur,Mädchen Amick
16906,nm0000750,Réalisateur,Jon Amiel
16912,nm0000750,Producteur,Jon Amiel
16916,nm0000751,Acteur,Suzy Amis
16922,nm0000752,Acteur,Judith Anderson
16927,nm0000754,Acteur,Kevin Anderson
16937,nm0000755,Réalisateur,Lindsay Anderson
16944,nm0000756,Acteur,Loni Anderson
16948,nm0000757,Acteur,Melissa Sue Anderson
16949,nm0000758,Acteur,Melody Anderson
16952,nm0000759,Réalisateur,Paul Thomas Anderson
16959,nm0000760,Acteur,Richard Dean Anderson
16961,nm0000761,Acteur,Bibi Andersson
16968,nm0000762,Acteur,Anthony Andrews
16974,nm0000763,Acteur,Dana Andrews
16993,nm0000765,Acteur,Pier Angeli
16999,nm0000766,Réalisateur,Theodoros Angelopoulos
17001,nm0000767,Acteur,Jean-Hugues Anglade
17012,nm0000768,Acteur,Francesca Annis
17015,nm0000769,Acteur,Susan Anspach
17020,nm0000770,Réalisateur,David Anspaugh
17026,nm0000771,Acteur,Lysette Anthony
17035,nm0000772,Acteur,Susan Anton
17036,nm0000773,Acteur,Laura Antonelli
17046,nm0000774,Réalisateur,Michelangelo Antonioni
17063,nm0000775,Acteur,Christina Applegate
17082,nm0000776,Réalisateur,Michael Apted
17104,nm0000777,Réalisateur,Gregg Araki
17113,nm0000778,Acteur,Alfonso Arau
17116,nm0000778,Réalisateur,Alfonso Arau
17119,nm0000780,Réalisateur,Denys Arcand
17125,nm0000781,Acteur,Eve Arden
17131,nm0000782,Acteur,Asia Argento
17151,nm0000782,Réalisateur,Asia Argento
17152,nm0000783,Réalisateur,Dario Argento
17157,nm0000783,Compositeur,Dario Argento
17165,nm0000783,Producteur,Dario Argento
17172,nm0000784,Acteur,Pedro Armendáriz
17175,nm0000786,Réalisateur,George Armitage
17179,nm0000787,Acteur,Bess Armstrong
17187,nm0000788,Réalisateur,Gillian Armstrong
17194,nm0000789,Acteur,Desi Arnaz
17198,nm0000790,Acteur,James Arness
17204,nm0000791,Réalisateur,Jack Arnold
17219,nm0000792,Acteur,Tom Arnold
17242,nm0000793,Acteur,Alexis Arquette
17247,nm0000794,Acteur,Lewis Arquette
17249,nm0000795,Acteur,Jean Arthur
17250,nm0000796,Acteur,Dana Ashbrook
17254,nm0000797,Réalisateur,Hal Ashby
17264,nm0000798,Acteur,Linden Ashby
17272,nm0000799,Acteur,Edward Asner
17289,nm0000800,Acteur,Armand Assante
17321,nm0000801,Réalisateur,Olivier Assayas
17334,nm0000802,Acteur,Mary Astor
17335,nm0000803,Acteur,Christopher Atkins
17340,nm0000804,Acteur,Stéphane Audran
17361,nm0000805,Acteur,Claudine Auger
17370,nm0000806,Réalisateur,Bille August
17378,nm0000808,Réalisateur,Paul Auster
17381,nm0000809,Acteur,Daniel Auteuil
17417,nm0000810,Acteur,Gene Autry
17419,nm0000811,Acteur,Frankie Avalon
17433,nm0000812,Réalisateur,Roger Avary
17435,nm0000812,Acteur,Roger Avary
17436,nm0000814,Réalisateur,John G. Avildsen
17453,nm0000815,Acteur,Mili Avital
17456,nm0000816,Producteur,Jon Avnet
17460,nm0000816,Réalisateur,Jon Avnet
17475,nm0000817,Acteur,Lew Ayres
17481,nm0000818,Acteur,Shabana Azmi
17491,nm0000819,Acteur,Barbara Bach
17498,nm0000820,Compositeur,Burt Bacharach
17506,nm0000821,Acteur,Amitabh Bachchan
17513,nm0000822,Acteur,Jim Backus
17526,nm0000823,Compositeur,Angelo Badalamenti
17534,nm0000823,Producteur,Angelo Badalamenti
17561,nm0000824,Réalisateur,John Badham
17580,nm0000825,Acteur,Mary Badham
17581,nm0000826,Acteur,Jane Badler
17583,nm0000827,Acteur,Maxine Bahns
17584,nm0000828,Acteur,Barbara Bain
17586,nm0000829,Réalisateur,Stuart Baird
17589,nm0000829,Producteur,Stuart Baird
17590,nm0000832,Acteur,Diane Baker
17601,nm0000833,Acteur,Joe Don Baker
17617,nm0000834,Acteur,Kathy Baker
17637,nm0000835,Réalisateur,Ralph Bakshi
17647,nm0000836,Acteur,Scott Bakula
17654,nm0000837,Acteur,Bob Balaban
17660,nm0000837,Réalisateur,Bob Balaban
17672,nm0000838,Acteur,Daniel Baldwin
17685,nm0000839,Acteur,Ina Balin
17690,nm0000840,Acteur,Lucille Ball
17699,nm0000841,Réalisateur,Michael Ballhaus
17700,nm0000842,Acteur,Martin Balsam
17732,nm0000843,Acteur,Anne Bancroft
17767,nm0000844,Acteur,Tamasaburô Bandô
17768,nm0000845,Acteur,Tallulah Bankhead
17769,nm0000846,Acteur,Ian Bannen
17785,nm0000848,Acteur,Olivia Barash
17788,nm0000849,Acteur,Javier Bardem
17809,nm0000850,Réalisateur,Clive Barker
17812,nm0000851,Acteur,Lex Barker
17822,nm0000852,Acteur,Jean-Marc Barr
17826,nm0000852,Réalisateur,Jean-Marc Barr
17832,nm0000853,Réalisateur,Bruno Barreto
17838,nm0000853,Producteur,Bruno Barreto
17839,nm0000855,Acteur,Raymond J. Barry
17850,nm0000856,Acteur,Ethel Barrymore
17855,nm0000857,Acteur,John Drew Barrymore
17857,nm0000859,Acteur,Lionel Barrymore
17859,nm0000860,Réalisateur,Paul Bartel
17862,nm0000860,Acteur,Paul Bartel
17866,nm0000862,Acteur,Robin Bartlett
17871,nm0000863,Acteur,Billy Barty
17873,nm0000864,Acteur,Mikhail Baryshnikov
17878,nm0000865,Acteur,Richard Basehart
17896,nm0000866,Réalisateur,Saul Bass
17897,nm0000867,Acteur,Jason Bateman
17921,nm0000868,Acteur,Justine Bateman
17926,nm0000869,Acteur,Alan Bates
17954,nm0000870,Acteur,Kathy Bates
17990,nm0000871,Acteur,Randall Batinkoff
17996,nm0000872,Acteur,Patrick Bauchau
18016,nm0000873,Acteur,Belinda Bauer
18020,nm0000874,Acteur,Steven Bauer
18033,nm0000876,Réalisateur,Noah Baumbach
18034,nm0000876,Acteur,Noah Baumbach
18043,nm0000877,Réalisateur,Lamberto Bava
18052,nm0000878,Réalisateur,Mario Bava
18081,nm0000879,Acteur,Anne Baxter
18094,nm0000880,Acteur,Meredith Baxter
18099,nm0000881,Réalisateur,Michael Bay
18104,nm0000881,Producteur,Michael Bay
18126,nm0000882,Acteur,Nathalie Baye
18151,nm0000883,Acteur,Stephanie Beacham
18158,nm0000884,Acteur,Jennifer Beals
18175,nm0000885,Acteur,Ned Beatty
18211,nm0000886,Acteur,Warren Beatty
18231,nm0000886,Réalisateur,Warren Beatty
18232,nm0000887,Réalisateur,Harold Becker
18243,nm0000888,Acteur,Meret Becker
18247,nm0000889,Acteur,Bonnie Bedelia
18261,nm0000890,Acteur,Noah Beery Jr.
18266,nm0000892,Acteur,Jason Beghe
18270,nm0000893,Acteur,Ed Begley Jr.
18282,nm0000894,Réalisateur,Jean-Jacques Beineix
18287,nm0000895,Acteur,Barbara Bel Geddes
18291,nm0000896,Acteur,Harry Belafonte
18298,nm0000896,Producteur,Harry Belafonte
18302,nm0000897,Acteur,Ralph Bellamy
18309,nm0000898,Acteur,Kathleen Beller
18311,nm0000899,Acteur,Monica Bellucci
18331,nm0000900,Acteur,Pamela Bellwood
18332,nm0000901,Acteur,Jean-Paul Belmondo
18370,nm0000901,Producteur,Jean-Paul Belmondo
18373,nm0000902,Acteur,Jim Belushi
18398,nm0000903,Acteur,Brian Benben
18400,nm0000904,Acteur,William Bendix
18407,nm0000905,Acteur,Roberto Benigni
18421,nm0000906,Acteur,Annette Bening
18447,nm0000907,Acteur,Richard Benjamin
18459,nm0000907,Réalisateur,Richard Benjamin
18475,nm0000908,Acteur,David Bennent
18477,nm0000910,Acteur,Joan Bennett
18482,nm0000911,Acteur,Nigel Bennett
18484,nm0000913,Acteur,Robby Benson
18491,nm0000914,Réalisateur,Robert Benton
18502,nm0000915,Réalisateur,Bruce Beresford
18528,nm0000916,Acteur,Peter Berg
18533,nm0000916,Réalisateur,Peter Berg
18543,nm0000916,Producteur,Peter Berg
18547,nm0000917,Acteur,Polly Bergen
18556,nm0000918,Acteur,Helmut Berger
18568,nm0000919,Acteur,Senta Berger
18582,nm0000919,Producteur,Senta Berger
18585,nm0000920,Acteur,Patrick Bergin
18600,nm0000921,Réalisateur,Andrew Bergman
18607,nm0000922,Acteur,Sandahl Bergman
18612,nm0000923,Réalisateur,Busby Berkeley
18614,nm0000924,Acteur,Elizabeth Berkley
18618,nm0000925,Acteur,Steven Berkoff
18626,nm0000926,Acteur,Milton Berle
18631,nm0000928,Acteur,Sandra Bernhard
18636,nm0000929,Acteur,Corbin Bernsen
18657,nm0000929,Réalisateur,Corbin Bernsen
18658,nm0000929,Producteur,Corbin Bernsen
18660,nm0000930,Compositeur,Elmer Bernstein
18758,nm0000931,Acteur,Elizabeth Berridge
18761,nm0000932,Acteur,Halle Berry
18788,nm0000933,Acteur,Valerie Bertinelli
18790,nm0000934,Réalisateur,Bernardo Bertolucci
18804,nm0000935,Acteur,Bibi Besch
18807,nm0000936,Acteur,Martine Beswick
18811,nm0000937,Acteur,Richard Beymer
18815,nm0000938,Acteur,Daniela Bianchi
18818,nm0000940,Réalisateur,Bigas Luna
18822,nm0000941,Réalisateur,Kathryn Bigelow
18832,nm0000942,Acteur,Theodore Bikel
18842,nm0000944,Réalisateur,Antonia Bird
18846,nm0000945,Acteur,Jane Birkin
18863,nm0000946,Acteur,Whit Bissell
18864,nm0000947,Acteur,Karen Black
18895,nm0000948,Réalisateur,Shane Black
18898,nm0000949,Acteur,Cate Blanchett
18935,nm0000950,Acteur,Brenda Blethyn
18955,nm0000951,Acteur,Joan Blondell
18963,nm0000952,Acteur,Hart Bochner
18968,nm0000952,Réalisateur,Hart Bochner
18976,nm0000953,Réalisateur,Peter Bogdanovich
18979,nm0000953,Acteur,Peter Bogdanovich
18997,nm0000953,Producteur,Peter Bogdanovich
18998,nm0000954,Acteur,Jon Bon Jovi
19004,nm0000955,Acteur,Ward Bond
19013,nm0000956,Acteur,Lisa Bonet
19017,nm0000957,Réalisateur,Jan de Bont
19021,nm0000957,Producteur,Jan de Bont
19024,nm0000958,Réalisateur,John Boorman
19039,nm0000959,Acteur,Powers Boothe
19053,nm0000960,Acteur,Barry Bostwick
19063,nm0000961,Acteur,Timothy Bottoms
19080,nm0000962,Acteur,Carole Bouquet
19099,nm0000963,Acteur,Stephen Boyd
19117,nm0000964,Acteur,Charles Boyer
19131,nm0000965,Producteur,Danny Boyle
19132,nm0000965,Réalisateur,Danny Boyle
19146,nm0000966,Acteur,Lorraine Bracco
19156,nm0000967,Acteur,Eric Braeden
19158,nm0000968,Acteur,Sônia Braga
19165,nm0000969,Acteur,Lillo Brancato
19169,nm0000970,Acteur,Jonathan Brandis
19174,nm0000971,Acteur,Nicoletta Braschi
19181,nm0000972,Réalisateur,Tinto Brass
19192,nm0000972,Acteur,Tinto Brass
19196,nm0000973,Acteur,Benjamin Bratt
19209,nm0000974,Acteur,Walter Brennan
19219,nm0000975,Réalisateur,Robert Bresson
19230,nm0000976,Réalisateur,Martin Brest
19234,nm0000976,Producteur,Martin Brest
19237,nm0000977,Acteur,Beau Bridges
19266,nm0000978,Acteur,Lloyd Bridges
19287,nm0000979,Acteur,Wilford Brimley
19300,nm0000980,Acteur,Jim Broadbent
19335,nm0000981,Acteur,James Brolin
19350,nm0000982,Acteur,Josh Brolin
19374,nm0000983,Acteur,Albert Brooks
19393,nm0000984,Acteur,Avery Brooks
19395,nm0000985,Réalisateur,James L. Brooks
19397,nm0000985,Producteur,James L. Brooks
19406,nm0000986,Acteur,Bryan Brown
19423,nm0000986,Producteur,Bryan Brown
19425,nm0000987,Acteur,Jim Brown
